1.993875,4.6719375
5.901875,7.1399375
8.558875,10.7529375
11.793875,12.8169375
14.150875,15.8839375
17.322875,19.3019375
21.251875,21.9999375
24.202875,24.5719375
27.173875,28.0689375
29.597875,30.3039375
49.737625,50.8066875
51.626625,52.2226875
53.417625,55.2186875
55.8925625,57.226625
57.6935625,58.603625
59.1515,60.6895625
60.9945,61.9785625
63.3615,65.14756250000001
94.7753125,96.29537500000001
97.79531249999999,99.97437499999999
101.4743125,102.481375
103.9813125,104.929375
106.4293125,108.513375
